10,0.000007
10010,0.000111
20010,0.000173
30010,0.000238
40010,0.000743
50010,0.001499
60010,0.002082
70010,0.002748
80010,0.002923
90010,0.003321
100010,0.003675
110010,0.004029
120010,0.004395
130010,0.004729
140010,0.005089
150010,0.005435
160010,0.005808
170010,0.006160
180010,0.006607
190010,0.006888
200010,0.007226
210010,0.007588
220010,0.007980
230010,0.008288
240010,0.008627
250010,0.009005
260010,0.009388
270010,0.009713
280010,0.009991
290010,0.010360
300010,0.010746
310010,0.011156
320010,0.011547
330010,0.011741
340010,0.012178
350010,0.012501
360010,0.012852
370010,0.013292
380010,0.013520
390010,0.013921
400010,0.014196
410010,0.014685
420010,0.015127
430010,0.015265
440010,0.015626
450010,0.016008
460010,0.016348
470010,0.016833
480010,0.017103
490010,0.017491
500010,0.017855
510010,0.018198
520010,0.018478
530010,0.018869
540010,0.019318
550010,0.019772
560010,0.019919
570010,0.020340
580010,0.020720
590010,0.020970
600010,0.021394
610010,0.021752
620010,0.021997
630010,0.022332
640010,0.022730
650010,0.023054
660010,0.023508
670010,0.023814
680010,0.024129
690010,0.024559
700010,0.024977
710010,0.025206
720010,0.025505
730010,0.026052
740010,0.026270
750010,0.026636
760010,0.027032
770010,0.027272
780010,0.027572
790010,0.027978
800010,0.028328
810010,0.028719
820010,0.029041
830010,0.029378
840010,0.029776
850010,0.030033
860010,0.030490
870010,0.030768
880010,0.031142
890010,0.031548
900010,0.031766
910010,0.032200
920010,0.032471
930010,0.032866
940010,0.033218
950010,0.033517
960010,0.033943
970010,0.034259
980010,0.034664
990010,0.034974
