10,0.000002
10010,0.000058
20010,0.000118
30010,0.000133
40010,0.000184
50010,0.000224
60010,0.000279
70010,0.000319
80010,0.000397
90010,0.000504
100010,0.000557
110010,0.000517
120010,0.000563
130010,0.000602
140010,0.000668
150010,0.000701
160010,0.000755
170010,0.000889
180010,0.000968
190010,0.001011
200010,0.000973
210010,0.000956
220010,0.001027
230010,0.001098
240010,0.001182
250010,0.001149
260010,0.001179
270010,0.001226
280010,0.001742
290010,0.001832
300010,0.001464
310010,0.001665
320010,0.002057
330010,0.001747
340010,0.001622
350010,0.001630
360010,0.001796
370010,0.001680
380010,0.001705
390010,0.001744
400010,0.001983
410010,0.002277
420010,0.002374
430010,0.002016
440010,0.002345
450010,0.002570
460010,0.002702
470010,0.002587
480010,0.003094
490010,0.002361
500010,0.002742
510010,0.003024
520010,0.002425
530010,0.002812
540010,0.002843
550010,0.003377
560010,0.003495
570010,0.003500
580010,0.003635
590010,0.003645
600010,0.003598
610010,0.003272
620010,0.003590
630010,0.003438
640010,0.003716
650010,0.003171
660010,0.003409
670010,0.003691
680010,0.003921
690010,0.004038
700010,0.003925
710010,0.004518
720010,0.004263
730010,0.004438
740010,0.004397
750010,0.004313
760010,0.004315
770010,0.004649
780010,0.004778
790010,0.004902
800010,0.005014
810010,0.004723
820010,0.004857
830010,0.005126
840010,0.004775
850010,0.004979
860010,0.004836
870010,0.005063
880010,0.005049
890010,0.005467
900010,0.005370
910010,0.005008
920010,0.005731
930010,0.005602
940010,0.005531
950010,0.005478
960010,0.005531
970010,0.005716
980010,0.005213
990010,0.005987
