10,0.000002
10010,0.000080
20010,0.000172
30010,0.000226
40010,0.000237
50010,0.000286
60010,0.000392
70010,0.000477
80010,0.000511
90010,0.000512
100010,0.000574
110010,0.000688
120010,0.000730
130010,0.000755
140010,0.000821
150010,0.000859
160010,0.000891
170010,0.000944
180010,0.001068
190010,0.001050
200010,0.001106
210010,0.001173
220010,0.001257
230010,0.001331
240010,0.001348
250010,0.001431
260010,0.001461
270010,0.001516
280010,0.001656
290010,0.001711
300010,0.001763
310010,0.002238
320010,0.001896
330010,0.001806
340010,0.001919
350010,0.002016
360010,0.002020
370010,0.002038
380010,0.002084
390010,0.002129
400010,0.002202
410010,0.002355
420010,0.002322
430010,0.002358
440010,0.002427
450010,0.002480
460010,0.002657
470010,0.002741
480010,0.002890
490010,0.003431
500010,0.002753
510010,0.002802
520010,0.002846
530010,0.002984
540010,0.003032
550010,0.003090
560010,0.003111
570010,0.003501
580010,0.003336
590010,0.003257
600010,0.004074
610010,0.003969
620010,0.003740
630010,0.003541
640010,0.004740
650010,0.004104
660010,0.004488
670010,0.004839
680010,0.004766
690010,0.004967
700010,0.004657
710010,0.004916
720010,0.004802
730010,0.004944
740010,0.005000
750010,0.005185
760010,0.004967
770010,0.005538
780010,0.005657
790010,0.005876
800010,0.005573
810010,0.005421
820010,0.005519
830010,0.005681
840010,0.005931
850010,0.006243
860010,0.005241
870010,0.006157
880010,0.005901
890010,0.005974
900010,0.006298
910010,0.006424
920010,0.006359
930010,0.006123
940010,0.006712
950010,0.006609
960010,0.006658
970010,0.006644
980010,0.006958
990010,0.006812
